python工程师-RPA方向,9-14K·13薪,参与RPA核心产品研发，致力于用软件机器人技术将人从重复枯燥的工作中解放出来。岗位职责：1、深入理解RPA（机器人流程自动化）的价值、特点，根据产品研发制度与流程，参与RPA核心引擎的设计与开发。 2、参与需求评审、系统设计、测试计划评审，认领研发任务，评估并承诺研发完成时间3、负责功能模块的代码实现和自测，按时完成研发任务，协助完善测试用例。4、协助完成产品的各类文档，包括设计文档、产品说明书、软件调测说明等。5、协助完成产品上线后的技术支撑工作，保障产品的正常推广使用，持续提升产品质量6、积极主动融入团队、学习技术知识、深入了解客户需求与业务知识，以更好地完成岗位工作，提升自我。岗位要求：1、 精通 python 语言，熟悉HTML、Xpath2、 了解测试自动化的工具和框架，如selenium、Xpath、pywinauto、Windows UIA3、 掌握linux、mysql的基本操作。4、 一年以上工作经验。5、 具有较强学习能力，勇于挑战困难，有不达到产品目标不罢休的干劲。,公司简介          申迪计算机于1998年在广州成立，设有北京、上海、深圳、云贵等地办事处，专注于运营商、政府、企业等业务系统、大数据、人工智能产品开发。获得国家高新技术企业，CMMI5，ISO9001，ISO20000，ISO27000认证，内部设立省智能数据工程技术研发中心。,广州市 越秀区 金羊花园
实习Odoo(Python)后端工程师,110-170/天,【 你需要做 】1.协助各IT模块负责人完成细分模块开发与完善；2.基于业务部门需求进行新模块的开发、设计和讨论。1. 主要开发语言为Python，熟悉Python基础；2. 了解或熟悉Python Web框架，如Django和Flask，了解模型、视图、控制器概念；3. 具备独立分析问题解决问题的能力，能通Odoo技术论坛、开发者手册和模块源代码进行自我提升；4. 具备良好的团队协作精神和沟通能力；5. 具备良好的编码习惯；6. 有意从事ERP开发方向者更佳；7. 2020年毕业的在校生；8. 每周6天，可工作6个月以上优先录用。【你将获得】· 经验/技能：前沿电商理解及技术、开发技术经验、价值观及远见；· 晋升发展：专人带新，在职期间态度和学习表现优秀，与企业价值观相符的可以申请留任为IT管理培训生，通过两个季度的价值观，绩效和开发成果考核后，成为正式员工；·岗位培训计划：1. Odoo开发框架培训；2. 模块及代码分析培训；3. 协同开发及代码指导；通过6-10个月的培训开发实战，达到Python初级程序员水平；· 实习生包住宿，购买商业保险，毕业后提供社保公积金；· 工作氛围好，上下级亦师亦友，认真工作认真玩，生日会、下午茶、感恩会等团建活动不定期举行。· 薪酬及进阶：第1个月（培训月），提供伙食和交通补贴1000元+免费公寓式宿舍，在IT部领导的培训下逐步熟悉系统和语言的用法及功能。第2-3个月，掌握上述技能后进入开发任务阶段，将通过安排小测试任务培训开发技能。薪酬结构：底薪1800+全勤200+免费公寓式宿舍。第4个月提升为管培生（优秀实习生可提前），要求初步熟悉并能胜任简单开发任务。薪酬结构，底薪+全勤+激励金+免费公寓式宿舍，范围根据能力和开发成果3000-6000。毕业后，能力达标即转正，要求初步具备开发能力，能独立完成模块的开发。薪酬结构为：底薪+全勤+住房补贴+激励金，范围根据能力和开发成果4000-12000。,"捷现商业，是全球领先的星级酒店供应链B2B平台，是全球顶级星级酒店集团背后的“大内总管”，合作伙伴包括希尔顿，万豪，华尔道夫，四季，温德姆，华美达，洲际，铂尔曼，雅高, 丽笙，云顶，郎豪等全球奢华品牌。捷现集团公司在HONGKONG，CAYMAN, BVI,广州番禺皆设有",广州番禺区广州捷现信息科技有限公司
高级Python工程师（爬虫）(J10059),15-25K·14薪,工作职责:1、负责分布式网络爬虫系统平台的架构设计开发和与技术选型；2、爬虫系统开发和优化；3、负责相关模块的完善和性能调优；4、配合数据清洗、整理、去重和合并。任职资格:1、本科以上学历，计算机、软件开发相关专业；                                                                                                     2、5年以上爬虫系统开发经验，熟悉python开发语言，熟悉Flask或Django开发框架，熟悉selenium，了解网页抓取原理及技术，基于Cookie的网站登录原理与正则表达式、Xpath、CSS等网页信息抽取技术；3、具备良好的分析解决问题能力，良好的自我驱动能力，能独立承担爬虫开发任务。,DT时代，移动互联网、大数据及云计算技术取得突破性发展。同时，DT技术正与健康产业深度融合，在优化资源配置、推动产业升级与进化的同时，颠覆现有商业模式，重构产业生态。作为健康产业数据管理与商业应用的引领者，中康资讯不仅拥有覆盖城市等级医院、县域等级医院、城市基层医院、农村基层医院、零售药店、网上药,广州市 天河区 富力盈泰广场A座 13
Python,6-8K,1.211以上学历；2.懂一些硬件测试或Python的技能；3.学习能力强，沟通能力良好。,"中软国际有限公司（以下简称：中软国际）是中国领先的大型综合性软件与信息服务企业，成立于2000年，为香港主板上市公司，股票代码00354，员工约62,000人。面对当今互联网化，以及云计算、大数据的挑战，中软国际建立了线下与线上互动的业务结构（O2O）。线下业务依托中软国际多年积累起来的传统",东莞市 东莞市 溪流背坡村(华为)
Python,6-10K,"职责描述：1、负责网络爬虫的架构设计和开发，搭建高性能、可扩展、稳定的分布式爬虫系统；2、根据需求进行相关的技术调研，形成可行的爬虫技术解决方案；3、解决爬虫相关的各类疑难问题。任职要求：1、全日制本科及以上学历，计算机相关专业；2、一年以上爬虫项目开发经验，精通常用的爬虫语言和框架，熟悉java、c++或python，且熟悉一种以上主流的爬虫工具优先，如webmagic，nutch等；3、精通网页抓取原理及技术、正则表达式、xpath,能够从结构化的和非结构化的数据中获取信息；4、至少熟悉一种关系型数据库，如Mysql、Oracle、MSSQL等；能够开发高效率、高质量的网络爬虫；5、能够解决反爬虫、网络异常等各种常见爬虫问题，有实战经验者优先；6、具有良好的团队合作精神，有较强的解决问题的能力和钻研精神。备注：优秀毕业生可放宽条件。",总介绍：荔枝网是广东广播电视台官方网站，荔枝网以视听互动为核心，融地域特色于其中，倾力打造最具广东特色的官方视频网站。定位于广东广播电视资讯平台，本着精炼、 轻便的目标，以丰富的内容、极致的观看体验、便捷的操作及快捷的产品分享，为用户提供高效、优质的阅读服务。全国事业，聚焦广东，一朝在手，博览天下。,广州越秀区广东电视中心二期新大楼2楼
Python工程师,10-15K,岗位职责:1. 根据需求进行相关的设计、开发、调试、测试等；2. 数据处理。岗位要求：1. 大专以上学历，有2年以上python开发经验，有意向转go语言更佳；2. 熟悉Linux、git基本操作；3. 熟悉消息组件，有一定的数据结构基础；4. 熟悉使用Mysql、Mongodb、Redis数据库等开发经验；  5. 工作认真、积极性高、分析和解决问题的能力和团队合作意识优先。,广州微宽信息技术有限公司成立于2016年，是一家从事量化投资的金融科技公司。      公司的目标是打造一个全球资产管理平台。全球资产管理平台能实现同时支持期货、股票、外汇交易的全品种量化交易与资产配置。公司概况：一、正规的软件开发团队。项目管理、架构、前端、后端、客户端、产品、UI各岗位,广州市 海珠区 广州创投小镇 自编B区第三层315-316
python软件开发工程师,10-15K,职位描述：1、参与用户需求调研，做好与客户间沟通交流，向对方推介合适的开发技术；2、负责系统体系结构、功能、性能的分析和总体设计工作；3、负责项目的开发流程管理，进行项目的计划、管理和跟进；4、参与并指导开发工程师完成系统详细设计和开发工作；5、参与编制用户手册及其它相关文档，协助客户的系统软件、硬件平台的安装实施工作；6、协助公司其他部门的相关业务及开发工作。  岗位要求：1、精通python程序开发，有两年以上相关工作经验；2、熟悉数据分析，了解各种主流算法及模型；3、熟悉各种数据库，包括mysql/mongdb等数据库；4、熟悉软件工程，熟悉大数据处理技术，包括HADOOP/HIVE/HBASE等。,一、公司介绍：    广州学而优信息技术有限公司成立于2014年，是一家专注于信息通讯领域的互联网科技公司。公司从成立伊始，多次举办了具有极具行业影响力的活动，公司于2017年中举办的”2017通信行业***雇主“，吸引了上百家通信企业参与，包括数十家上市公司与千人公司，,广州市 黄埔区 东软大厦 2楼238房
研发工程师（java/python）,10-15K·14薪,"职责描述：1、负责业务系统核心模块的设计和开发实现；2、指导初级程序员工作，并负责Code Review 的任务，确保相关代码的有效性和正确性，并能够通过 Code Review 提供相关性能以及安全的建议；3、开发、维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷；4、独立完成部分较小规模系统的系统分析文档和详细设计文档的撰写；任职要求：1. 计算机相关专业本科及以上学历，2年及以上互联网行业 Java 及 Web 应用开发相关经验，扎实的基础知识，熟悉 J2EE 设计模式；2. 深入了解 Spring,ibatis,Struts2等框架（框架提供的特性及其实现原理）；3. 熟悉分布式. 多线程及高性能的设计与编码及性能调优；4. 熟悉 Internet 基本协议（如 TCP/IP. HTTP 等）内容及相关应用；5. 至少熟练掌握 oracle、mysql 当中的一种关系型数据库，能进行 sql 调优；6. 具有良好的分析和解决问题的能力，能独立承担任务和有系统进度把控能力；7. 具有高度的责任感，良好的沟通技巧和团队合作能力，正直、进取、好学，热爱互联网开发工作；8. 熟悉nodejs有相关工作和实践经验者优先薪资范围：10K-20K，14薪",广州凌晨网络科技有限公司(简称：凌晨网络科技)成立于2016年，2018年被腾讯全资收购，目前独立运营。 凌晨网络科技是国内专注信息安全整体解决方案无缝对接安全产品的供应商，由来自国内著名安全公司的一批安全技术专家创立。是国内第一家以信息安全智库为模式的互联网安全公司，旗下拥有丰富的信息安全实战,广州市 天河区 保利中盈大厦写字楼
Python,8-10K,1. 认真负责完成工作任务2. 热爱学习新技术3. 乐于分享心得,广州顺科软件服务有限公司（以下简称“顺科”）成立于2009年，以移动应用开发作为主要的经营方向，是国内知名的移动应用开发商。2010年被认定为广州市技术先进型服务企业，软件企业。客户包括阿里巴巴支付宝、广州地铁等知名企业。2011年，顺科与奇虎360合资成立公司，开发了一,广州天河区汇美大厦
Python软件开发工程师,10-15K,"岗位描述：1.负责智能化运维平台的建设开发；2.负责相关工具及平台的设计和优化方案制定，并参与定制化开发；3.深入运维监控领域，负责监控和智能告警平台的建设；4.针对产品线现状制定工程能力提升整体解决方案，推动网络AiOps平台的部署；岗位要求：1.本科及以上学历（能力、经验优异者可放宽学历要求）；2.深刻理解运维自动化、服务化和运营理念，了解国内外AiOps技术发展，熟悉Linux基本原理、网络和互联网运维技术；3.具备扎实的计算机科学功底，扎实的编程基础和数据结构算法基础，较强的编程能力和问题解决能力；4.精通Python,熟悉Java,Ansible，Shell，Go等语言，并具备实际项目开发经验和性能优化经验；5.熟悉MySQL，MongoDB，Redis，SqlServer等数据库，具备实际运维和优化经验；",福建金科信息技术股份有限公司（证券代码：831107）筹组于1992年，注册资金5168万元，于1993年1月正式成立，公司以IT运营服务、IT系统集成、软件开发以及IT教育培训为主营业务。总部位于福州，在北京、上海、广州、成都、武汉、厦门、长春、南昌、昆明及海口等 全国主要城市设立分支机构。金科,广州天河区福建金科信息技术公司广州分公司
python,5-7K,职位信息1. 负责了解现有的客户流程，在RPA机器人自动流程化项目实施中，完成RPA的定制化程序开发；2. 通过工作流程图了解业务流程，并将其概念化为自动解决方案；3. 分析业务流程，提出流程改进建议，并提供RPA解决方案；4. 设计、开发和配置机器人，加工自动化系统，以满足业务流程和应用要求；5. 编写、维护和更新与流程和业务工作流程有关的流程设计文件。任职要求：1. 大学专科及以上学历（学信网可查），计算机软件相关专业毕业或进行过软件开发相关培训；2. 熟悉软件开发流程和方法；开发语言不限（C#、JavaScript、java等经验都可），愿意做python开发。3. 逻辑思维清晰，优秀的问题解决能力和分析能力，有良好的口头和书面沟通能力；有良好的团队合作意识；,,广州市 天河区 南岳大厦
少儿编程讲师-scratch/python/c++,6-11K·13薪,授课课时奖励+体验课转化奖励+续费奖励+岗级评定绩效,公司平台：集团化培养与成长，快速上升阶段；目前全国60家左右的直营校区，预计年底全国是100家，人数目前是在1500人出头的规模，广州目前6家校区，覆盖各区域。薪资待遇：基本+岗位+岗级+课时费+体验课转化奖金+续费奖金+餐补，正常购买五险一金，待遇优厚晋升发展：1-管理线：讲师-校区教学主管-城市教学经理-区域教学总监2-专业线：初级讲师-中级讲师-高级讲师-资深讲师-金牌讲师岗位职责：1.、主要负责讲授青少年编程课程；2、按照公司课程要求制定教学计划，高质量完成教学任务；3、负责班级日常管理和维护工作；4、负责学生辅导和教学答疑等工作；5、参与优化和创新教学课程体系；6、配合其他部门完成相关工作。任职资格：1、本科计算机相关专业，熟悉Scratch、Python（最主要）、C++；2、具备独立工作能力和学习能力；3、形象较好，亲和力强，有较强的沟通表达能力；4.、吃苦耐劳，责任心强，有团队协作能力；5、有教育培训行业经验者或者相关教师资格证书者优先。工作地点：1-天河区天河路228号正佳广晟大厦2206（1号线体育中心D3出口/3号线石牌桥A出口）2-越秀区中山五路33号大马商业中心10楼B-C单元（1/2号线公园前E出口）3-番禺区市桥街捷进二路1号骏和广场2楼（3号线市桥B出口）4-海珠区昌岗汇普中心（2/8号线昌岗地铁）5-天河区天河北光大银行大厦（3号线华师地铁）工作时间：1-工作：三-五，12:30-20:30，六日集中授课，根据排课表灵活安排2-休息：双休，休周一周二公司福利:有竞争力的薪酬体系：高额基本工资+高额绩效；完善的社会保障体系：五险一金+餐补；全方位的培训体系：全员技能培训和管理培训；公平职位晋升机制：年度评级加薪，晋升空间大；免费子女学习福利：正式员工子女免费上小码王课程；诱人的节假日福利：节日福利+生日礼品+结婚生子大礼包；各种高大上的团建活动：团建旅游，优秀员工海外游。,广州市 天河区 广晟大厦 2206
讲师（Scratch/Python/C++）,10-15K,"岗位职责：1、主要负责讲授青少年编程课程；2、按照公司课程要求制定教学计划，高质量完成教学任务；3、负责班级日常管理和维护工作；4、负责学生辅导和教学答疑等工作；5、参与优化和创新教学课程体系；6、配合其他部门完成相关工作。""任职资格：1、本科计算机相关专业，熟悉Scratch、Python（最主要）、C++；2、具备独立工作能力和学习能力；3、形象较好，亲和力强，有较强的沟通表达能力；4.、吃苦耐劳，责任心强，有团队协作能力；5、有教育培训行业经验者或者相关教师资格证书者优先。薪资待遇：基本+岗位+岗级+课时费+体验课转化奖金+续费奖金+餐补，正常购买五险一金，待遇优厚晋升发展：1-管理线：讲师-校区教学主管-城市教学经理-区域教学总监2-专业线：初级讲师-中级讲师-高级讲师-资深讲师-金牌讲师工作地点：1-天河区天河路228号正佳广晟大厦2206（1号线体育中心D3出口/3号线石牌桥A出口）2-越秀区中山五路33号大马商业中心10楼B-C单元（1/2号线公园前E出口）3-番禺区市桥街捷进二路1号骏和广场2楼（3号线市桥B出口）4-海珠区昌岗汇普中心（2/8号线昌岗地铁）5-天河区天河北光大银行大厦（3号线华师地铁）工作时间：1-工作：三-五，12:30-20:30，六日集中授课，根据排课表灵活安排2-休息：双休，休周一周二行业前景：少儿编程教育行业，蓝海市场，未来增量比较大，加上国家政策扶持，综合前景明朗公司平台：集团化培养与成长，快速上升阶段；目前全国50家左右的直营校区，预计年底全国是100家，人数目前是在1500人出头的规模，广州目前6家校区，到今年年底的筹划是7-9家校区公司福利:有竞争力的薪酬体系：高额基本工资+高额绩效；完善的社会保障体系：五险一金+餐补；全方位的培训体系：全员技能培训和管理培训；公平职位晋升机制：年度评级加薪，晋升空间大；免费子女学习福利：正式员工子女免费上小码王课程；诱人的节假日福利：节日福利+生日礼品+结婚生子大礼包；各种高大上的团建活动：团建旅游，优秀员工海外游。",小码教育，由赛伯乐合伙人和多融创投及资深IT教育专家联合投资成立，引进欧美先进教育理念和课程平台，致力于中国青少年STEAM教育。旗下小码王立足于少儿编程培训，帮助中国青少年接轨世界最优秀的科学和编程教育，让中国儿童与世界同步！小码王实施以成就感驱动发自内在的建构主义教育，以面向未来高层次人才,广州市 天河区 广晟大厦
Python（服务器开发、华为项目、薪资丰厚）,8-13K,"负责云基础设施运营平台系统的架构设计和开发；通过运维自动化、智能化的建设，提升腾讯云运维效率与质量；具备2年以上python开发经验，本科以上学历，18年毕业以上；熟悉Linux开发环境，熟悉MYSQL或其他大型数据库,熟悉python twisted开发框架优先；具有良好的学习能力、沟通能力、团队合作意识；强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长熟悉Unix/Linux操作系统19年以上毕业生亦可能力适合，薪资可谈作为智慧城市与产业互联网建设的领导者，创新型技术服务提供商。软通动力立足中国，服务全球。公司主营业务涵盖智慧业务与信息服务两大领域，具备端到端“软件+服务”综合业务能力和强大的纵深服务优势。 在智慧业务领域，软通动力秉承“智慧城市建设产业先行”的理念，先后在全国20余个城市展开了“智慧城市”战略布局，业务范围包括顶层设计、城市治理、产业应用、环保节能、民生服务以及基础设施等多个方向 过去，软通动力深刻理解客户需求，是企业盈利和成长的最佳合作伙伴；今天，软通动力充分把握时代的机遇与挑战，借助云计算、移动互联、大数据等新兴技术手段，推动传统产业转型升级，助力产城融合；未来，软通动力将不懈努力，以创新思维和领先技术，为客户创造可持续的价值。 软通动力于2001年创立，全球总部设于北京，在全球设有38个分支机构，28个交付中心。员工总数超过21000人，服务数百家中国及海外客户",软通动力信息技术（集团）有限公司： 软通动力信息技术（集团）有限公司（以下简称：软通动力）是中国领先的创新型软件及信息技术服务商，数字经济使能者。公司2001年成立于北京，立足中国，服务全球市场。经过17年发展，目前公司在全球36个城市设有90余个分支机构25个全球交付中心，员工总数50000+,东莞市 东莞市 光大We谷C区 光大微谷
Python,10-15K,岗位职责：1、负责公司现有自动化运维平台的维护，功能扩展和内容服务开发；2、负责人工运维转自动化运维的需求分析、功能设计、编码实现等；任职要求：1、熟练掌握Python语言，有2年以上Python开发经验；具有Python运维开发经验或数据分析经验者优先；2、熟悉Web前端技术，掌握html、js与css，熟悉jQuery、Bootstrap等前端技术框架；3、熟悉Linux操作系统，熟悉Shell脚本开发；4、熟悉Linux下常用开源软件的安装配置，如Apache、Nginx、MySQL等5、具有良好的沟通能力和学习能力；6、有运维项目开发或实施经验者优先；,,广州天河区保利威座大厦(正门)
Python工程师,4-8K,"1、熟悉主流开发语言，包括Java,Python,PHP等2. 熟悉主流开发工具，包括Eclipse,NetBeans等3. 熟悉主流的数据库系统，包括mySQL等4. 熟悉云计算开发框架和平台，例如Hadoop的，优先考虑。5、有良好的代码习惯，要求结构清晰、命名规范、逻辑性强、代码冗余率低，代码注释清晰；6、在规定时间内高效完成任务并具备良好的团队合作精神，可承受一定的工作压力；7、熟悉odoo开发、有odoo开发经验者优先。此岗位工作地点有广州、南京2个。",广东宏为实业有限公司是一家专注于自动化应用领域的高科技企业。目前，宏为已成为集研发、生产、销售、进出口贸易以及系统工程成套设计、安装、调试于一体的综合服务提供商。 宏为公司致力于工业自动化过程测控仪表、工业自动化软件、工控系统、智能建筑、环保节能系统、物流自动化系统的生产、研究、开发及综合集成。,广州黄埔区广东软件科学园G栋501房
Python工程师,15-20K·13薪,六险一金、交通补助、通讯补助、工作日餐补、电脑补助、股权分红,岗位职责：1.参与项目软件开发工作；2.进行软件详细设计和编码实现，确保性能质量和安全；3.规范文档的编写。任职要求：1.熟悉Python语言，具有将算法原型进行工程落地的思维和能力；2.熟悉Flask、Django框架；3.熟悉TensorFlow、PyTorch框架；4.具有图像分类、区域分割、字符识别、图像检索、图像内容理解等开发经验者优先考虑。5.统招本科及以上（学信网可查询）,广州天河区广电平云广场
Python 爬虫工程师,12-20K,"职位描述:1. 负责数据产品平台爬虫系统的设计、研发与维护2. 设计爬虫策略与算法,提升抓取效果3. 持续优化系统,提高系统的稳定性及性能职位要求:1. 熟悉 Python,有较丰富的爬虫系统开发经验2. 熟悉常用的数据结构和算法,熟悉常见设计模式3. 熟悉网络编程(TCP/HTTP 协议),具有 Linux 下编程经验和操作经验4. 能够解决反爬虫、网络异常等各种常见爬虫问题5. 了解分布式系统的设计与实现,有自动化测试经验6. 熟悉 Kafka/Storm/Hadoop/Spark/HBase 等大数据相关技术7. 优秀的分析、解决问题能力,对处理未知的、挑战性问题充满激情8. 良好的沟通能力和团队合作精神",有米科技是效果突出的全球化移动广告与营销平台，成立于2010年，专注大数据+人工智能驱动的新营销服务，拥有有米云、效果广告、海外广告和新媒体业务，是广告主与流量主之间的“价值连接器”。凭借创新的广告产品、先进的投放技术、精细化的项目运营经验，有米能够实现移动端全媒体覆盖，构筑,广州番禺区有米科技股份有限公司14-17层，面试交流在15层
Python工程师,11-13K,【岗位职责】：1、负责数据抓取平台规划和建设，完成数据采集与爬取、解析处理和入库；2、参与爬虫核心算法的策略优化研究，提升抓取的效率和质量；3、提升网页抓取的效率和质量、定向爬取、深度提取和挖掘；4、破解各类反爬机制，能独立解决实际开发过程中碰到的各类问题；5、研究优化爬虫算法，提升爬虫系统的稳定性、可扩展性。【任职要求】：1、本科及以上学历，计算机相关专业；2年以上Python开发经验，熟练使用Python进行程序设计和编写；2、熟悉linux下的网络服务器设计和开发及常用shell命令，能独立在服务器进行调优，测试、部署等操作；3、掌握相关的数据存储工作，熟悉其基本的工作原理，如Mysql，redis，mongdb，hdfs，hive，有数据库调优和海量数据存储经验优先；4、具备独立开发项目能力，熟悉项目开发、上线、运营维护的整套流程；5、有良好的沟通协作能力，强烈的责任心与主动性，善于思考与总结。,1、公司简介    瑞云网络科技有限公司成立于2012年，总部位于广州天河，本司为互联网产品公司，我们本着以客户为中心、持续创新、卓业奋斗的理念，以及对产品精益求精的追求，为广大客户提供更多有价值的产品。我们采用先进的互联网技术和管理模式，专注于互联网技术创新和应用，打造多个高新技术团队，团队的,广州市 天河区 丰兴广场 A栋25层01-02、11单元
python架构师,20-25K,【工作职责】1.参与公司研发技术规划，执行核心产品的运营技术分析和技术架构设计及应用开发工作；2.协助解决项目开发过程中的技术难题，推动自动化测试和标准化部署方案，核心技术攻关和系统优化工作；3.参与互联网医院平台、远程医疗平台或区域卫生平台的运营分析和功能架构设计;4.保持和产品经理、项目经理紧密配合，相互协作完成项目开发、管理技术组件积累及规范；5.需要面向客户，提供对外技术支持，执行项目技术方案编写；6.配合项目的整体计划，对技术人员进行技术培训和指导，加速团队的成长；7.跟踪、研究医疗互联网业界相关前沿技术，对相关项目提供技术支撑；【任职资格】1.统招本科及以上学历，计算机科学、信息科学、统计学、应用数学等相关专业，3年以上开发\设计\架构经验；2.掌握MySQL、SQL Server、Oracle、Redis其中至少两种以上数据库开发技术；3.熟悉大规模系统的负载均衡、缓存、网络安全、数据库可用设计及性能评估机制；4.熟悉Spring、 Django、Mybatis等主流框架，了解Hadoop、ZooKeeper、Spark、Kafka等分布式架构和系统；5.有医疗信息化产品开发经验，了解医院HIS、LIS系统业务需求;6.熟悉常用性能调优方法，掌握线程、Socket、EJB、RMI、数据结构、多态等应用技术；7.精通常用软件设计模式、设计方法，熟悉OOA、OOD，具备复杂软件架构设计能力；8.熟悉医疗行业信息化智能化解决方案、具有在高性能、高可用性和可扩展性的分布式Web（或云）服务方面经验者优先;具备良好的沟通表达能力、抗压能力和团队合作精神；具备优秀的文档能力，使用文字、图示及相关工具清楚地表达架构意图，能够熟练编写各类技术文档。,广东珠江智联信息科技股份有限公司（下称 “珠江智联”）是广州珠江数码集团股份有限公司（下称“珠江数码”）控股的科技类子公司。     珠江智联依托集团公司二十余年的强大研发能力及客户服务体系，并结合自身专业的服务团队及资深技术型销售,广州市 海珠区 广州国际采购中心 1413
Python后端开发工程师,15-25K,岗位要求•熟悉 Python 语言，熟悉 Django/Tornado/Flask 等其中至少一种框架，并有1年该框架的开发经验。•熟悉 RESTful 风格，熟悉 celery 分布式队列框架；•熟悉 Redis；熟悉MySQL / PostgreSQL中的一种；•熟悉 docker，且有使用docker的实际项目经验；•了解 Python 和 C/C++/Golang 混合编程；•有良好的编程思想、代码规范以及测试习惯；有扎实的网络知识和基础；•具有良好的沟通能力、团队合作精神、优秀的分析问题和解决问题的能力；•热爱技术难点的攻关和新技术的应用；•有良好的算法和数据结构基础，及很强的自学能力；加分项•熟悉其他语言如 Ruby / Golang / C++ / C# 等者优先；•有Python 和 C/C++/Golang 混合编程实际项目经验者优先；•了解 RabbitMQ / Kafka，了解 Elasticsearch 并有实践经验者优先；•了解 OpenGL / OpenCV 等图形处理库者优先；公司简介：及目科技是全球顶尖的3D数字化营销服务商，致力于通过3D、AR等技术优势，带来5G时代的全新商品3D数字化营销解决方案，以体验连接商品和消费者。公司在3D/AR技术领域有超过5年的研发经验，在3D数据体积、显存压缩、性能优化等核心性能方面全球领先，是汽车之家818超级车展的独家Web3D引擎技术供应商。目前公司客户主要为汽车媒体平台（汽车之家、易车、懂车帝等）及汽车主机厂（长城、一汽奔腾、沃尔沃等），与小米商城、万科南京、有赞等其他行业头部客户的合作也在进行中。,及目科技是全球顶尖的3D数字化营销服务商，致力于通过3D、AR等技术优势，带来5G时代的全新商品3D数字化营销解决方案，以体验连接商品和消费者。公司在3D/AR技术领域有超过5年的研发经验，在3D数据体积、显存压缩、性能优化等核心性能方面全球领先，是汽车之家818超级车展的独家Web3D引擎技术供应,广州市 海珠区 中山大学国家大学科技园 中大科技园
Php#Python#ERP工程师,8-13K,技能要求：Python，PHP，SQL1、 根据公司项目要求，进行Web版本的ERP应用开发。2、 开发语言为Python（如果精通PHP，并且有学习Python想法的也可）2、协助项目经理参与项目策划技术决策。3、完成项目模块设计与开发工作，并编写相关设计和开发文档。【任职要求】1. 一年以上开发工作经验，有网站项目开发经验，特别是电子商务类的；2. 熟悉Linux/Unix操作系统以及编程环境3. 熟悉HTTP协议，熟悉Mysql或者PostgreSQL数据库，并熟悉SQL调优和数据库。结构设计4. 熟悉Python语言的开发，熟悉Python下的Web开发方式；或者精通PHP，但是有学Python的想法。5. 具备OOP编程思想，了解设计模式，有命令行下开发经验，熟悉PHP或者Python开方法；6. 熟练掌握HTML/XHTML、CSS、Javascript、AJAX、JSON等Web页面技术；7. 有良好的代码习惯和技术文档书写习惯。8. 熟悉Odoo的优先考虑。,天意有福科技股份有限公司始建于1992年，以“数字印刷连锁+印刷电子商务+区域生产中心”为战略布局，主要从事“商务活动印刷品、出版物、包装装潢印刷品、个性化影像印刷品、工业配套说明书，标签及其它印刷品印刷。是一家基于“互联网+数字印刷&,广州市 天河区 国家软件产业基地天河华景园区A栋 15楼南15-23号
python后端,5-10K,"1.根据部门安排，从事功能设计与编码工作，保证项目按照时间和质量要求完成；2.根据工作安排，承担开发的工作；3. 系统部署后对内部客户(其他产品开发团队)提供应用维护方面的支持, 包括监视,升级, 定位问题,故障恢复等。任职要求：1.熟练掌握python基础知识，包括面向对象特征，常见API等;2.工作主动性强，耐心细致，有责任心；能承受一定压力，有良好的沟通能力与团队合作精神； 不能接受微信线上笔试的勿扰！！",公司主营业务为亚马逊平台的跨境电商企业年轻企业，产品已覆盖美国、英国及欧洲等站点。2018年销售额已突破千万人民币。同时公司已开发了两款款适用于跨境电商企业使用的数据服务工具。公司成员均为90后的年轻团队，创始人为英国牛津大学毕业的高材生。,广州番禺区广州大学城信息枢纽楼
Python工程师,9-14K,"一、职责1、负责搭建Python开发环境、开发工具和运行环境；2、负责Python程序的开发和测试；3、负责编制软件研发过程的各项文档；二、综合素质：1.	全日制本科及以上学历，计算机相关专业，2年以上开发经验，2个以上系统开发经验；2.	具有良好的团队协作精神、语言表达能力、学习总结能力；三、技术水平：1、	了解计算机网络、计算机、python的运行原理；2、	熟练使用Python、Shelll等脚本语言编写程序；3、	熟练搭建Python开发环境、安装Anaconda、TensorFlow2.0 Alpha等开发工具；4、	熟练使用Linux操作系统，oracle、mysql数据库，WebLogic、tomcat中间件；5、	了解使用IDEA、MyEclipse、PowerDesigner、Git开发工具；6、	了解练使用Spring MVC、Spring Cloud、Spring Boot、MyBatis等开源框架；7、	了解使用Java语言进行面向对象程序开发，具有良好的编程习惯；8、	了解HTML、JSP、JavaScript、CSS、JQuery、Json、AJAX等前端技术和VUE等前端框架；9、	了解移动APP和微信小程序的开发技术；",数智科技是一家新型互联网企业，总部设在广州市珠江新城，下设数智工控和数智城市两家子公司，现有员工150余人，研发人员近120人，专注云计算、大数据、人工智能、网络安全等领域的研发创新，是中国智慧城市运营联盟的重要发起机构。响应国家号召，助力“中国制造2025”、&ldquo,广州市 天河区 宏发大厦(天河南二路)
